utc_timestamp,BE
2013-03-24 16:00:00,9828.0
2013-03-24 17:00:00,10264.0
2013-03-24 18:00:00,10965.0
2013-03-24 19:00:00,10768.0
2013-03-24 20:00:00,10305.0
2013-03-24 21:00:00,10416.0
2013-03-24 22:00:00,10427.0
2013-03-24 23:00:00,9963.0
2013-03-25 00:00:00,9563.0
2013-03-25 01:00:00,9197.0
2013-03-25 02:00:00,8980.0
2013-03-25 03:00:00,9017.0
2013-03-25 04:00:00,9488.0
2013-03-25 05:00:00,10567.0
2013-03-25 06:00:00,11196.0
2013-03-25 07:00:00,11551.0
2013-03-25 08:00:00,11818.0
2013-03-25 09:00:00,11849.0
2013-03-25 10:00:00,12100.0
2013-03-25 11:00:00,11860.0
2013-03-25 12:00:00,11772.0
2013-03-25 13:00:00,11597.0
2013-03-25 14:00:00,11472.0
2013-03-25 15:00:00,11433.0
2013-03-25 16:00:00,11508.0
2013-03-25 17:00:00,11592.0
2013-03-25 18:00:00,11956.0
2013-03-25 19:00:00,11599.0
2013-03-25 20:00:00,10988.0
2013-03-25 21:00:00,11138.0
2013-03-25 22:00:00,11097.0
2013-03-25 23:00:00,10653.0
2013-03-26 00:00:00,10169.0
2013-03-26 01:00:00,9745.0
2013-03-26 02:00:00,9510.0
2013-03-26 03:00:00,9498.0
2013-03-26 04:00:00,9918.0
2013-03-26 05:00:00,10891.0
2013-03-26 06:00:00,11343.0
2013-03-26 07:00:00,11448.0
2013-03-26 08:00:00,11752.0
2013-03-26 09:00:00,11725.0
2013-03-26 10:00:00,11724.0
2013-03-26 11:00:00,11392.0
2013-03-26 12:00:00,11396.0
2013-03-26 13:00:00,11356.0
2013-03-26 14:00:00,11328.0
2013-03-26 15:00:00,11218.0
2013-03-26 16:00:00,11245.0
2013-03-26 17:00:00,11247.0
2013-03-26 18:00:00,11650.0
2013-03-26 19:00:00,11430.0
2013-03-26 20:00:00,10951.0
2013-03-26 21:00:00,11197.0
2013-03-26 22:00:00,11227.0
2013-03-26 23:00:00,10681.0
2013-03-27 00:00:00,10100.0
2013-03-27 01:00:00,9655.0
2013-03-27 02:00:00,9467.0
2013-03-27 03:00:00,9436.0
2013-03-27 04:00:00,9831.0
2013-03-27 05:00:00,10721.0
2013-03-27 06:00:00,11143.0
2013-03-27 07:00:00,11417.0
2013-03-27 08:00:00,11559.0
2013-03-27 09:00:00,11471.0
2013-03-27 10:00:00,11561.0
2013-03-27 11:00:00,11325.0
2013-03-27 12:00:00,11384.0
2013-03-27 13:00:00,11282.0
2013-03-27 14:00:00,11328.0
2013-03-27 15:00:00,11148.0
2013-03-27 16:00:00,11161.0
2013-03-27 17:00:00,11135.0
2013-03-27 18:00:00,11484.0
2013-03-27 19:00:00,11258.0
2013-03-27 20:00:00,10726.0
2013-03-27 21:00:00,10904.0
2013-03-27 22:00:00,10796.0
2013-03-27 23:00:00,10270.0
2013-03-28 00:00:00,9795.0
2013-03-28 01:00:00,9412.0
2013-03-28 02:00:00,9218.0
2013-03-28 03:00:00,9254.0
2013-03-28 04:00:00,9727.0
2013-03-28 05:00:00,10640.0
2013-03-28 06:00:00,11105.0
2013-03-28 07:00:00,11362.0
2013-03-28 08:00:00,11635.0
2013-03-28 09:00:00,11741.0
2013-03-28 10:00:00,11718.0
2013-03-28 11:00:00,11413.0
2013-03-28 12:00:00,11493.0
2013-03-28 13:00:00,11341.0
2013-03-28 14:00:00,11181.0
2013-03-28 15:00:00,11078.0
2013-03-28 16:00:00,11267.0
2013-03-28 17:00:00,11417.0
2013-03-28 18:00:00,11716.0
2013-03-28 19:00:00,11386.0
2013-03-28 20:00:00,10832.0
2013-03-28 21:00:00,11014.0
2013-03-28 22:00:00,11018.0
2013-03-28 23:00:00,10470.0
2013-03-29 00:00:00,9923.0
2013-03-29 01:00:00,9457.0
2013-03-29 02:00:00,9178.0
2013-03-29 03:00:00,9219.0
2013-03-29 04:00:00,9616.0
2013-03-29 05:00:00,10465.0
2013-03-29 06:00:00,10942.0
2013-03-29 07:00:00,11209.0
2013-03-29 08:00:00,11475.0
2013-03-29 09:00:00,11537.0
2013-03-29 10:00:00,11772.0
2013-03-29 11:00:00,11516.0
2013-03-29 12:00:00,11601.0
2013-03-29 13:00:00,11206.0
2013-03-29 14:00:00,11073.0
2013-03-29 15:00:00,10882.0
2013-03-29 16:00:00,10875.0
2013-03-29 17:00:00,10949.0
2013-03-29 18:00:00,11173.0
2013-03-29 19:00:00,10955.0
2013-03-29 20:00:00,10501.0
2013-03-29 21:00:00,10776.0
2013-03-29 22:00:00,10872.0
2013-03-29 23:00:00,10319.0
2013-03-30 00:00:00,9747.0
2013-03-30 01:00:00,9336.0
2013-03-30 02:00:00,8973.0
2013-03-30 03:00:00,8797.0
2013-03-30 04:00:00,8799.0
2013-03-30 05:00:00,8850.0
2013-03-30 06:00:00,8982.0
2013-03-30 07:00:00,9433.0
2013-03-30 08:00:00,9930.0
2013-03-30 09:00:00,9969.0
2013-03-30 10:00:00,9980.0
2013-03-30 11:00:00,10102.0
2013-03-30 12:00:00,10212.0
2013-03-30 13:00:00,9872.0
2013-03-30 14:00:00,9783.0
2013-03-30 15:00:00,9707.0
2013-03-30 16:00:00,9909.0
2013-03-30 17:00:00,10067.0
2013-03-30 18:00:00,10419.0
2013-03-30 19:00:00,10241.0
2013-03-30 20:00:00,9830.0
2013-03-30 21:00:00,9997.0
2013-03-30 22:00:00,10088.0
2013-03-30 23:00:00,9726.0
2013-03-31 00:00:00,9248.0
2013-03-31 01:00:00,8825.0
2013-03-31 02:00:00,8537.0
2013-03-31 03:00:00,8347.0
2013-03-31 04:00:00,8408.0
2013-03-31 05:00:00,8143.0
2013-03-31 06:00:00,8346.0
2013-03-31 07:00:00,8890.0
2013-03-31 08:00:00,9191.0
2013-03-31 09:00:00,9382.0
2013-03-31 10:00:00,9577.0
2013-03-31 11:00:00,9423.0
2013-03-31 12:00:00,9154.0
2013-03-31 13:00:00,9053.0
2013-03-31 14:00:00,8813.0
2013-03-31 15:00:00,8833.0
2013-03-31 16:00:00,8992.0
2013-03-31 17:00:00,9246.0
2013-03-31 18:00:00,9650.0
2013-03-31 19:00:00,9622.0
2013-03-31 20:00:00,9792.0
2013-03-31 21:00:00,9980.0
2013-03-31 22:00:00,9701.0
2013-03-31 23:00:00,9264.0
